node,biogrid_degree_centrality,biogrid_closeness_centrality,biogrid_betweenness_centrality,string_degree_centrality,string_closeness_centrality,string_betweenness_centrality,intact_degree_centrality,intact_closeness_centrality,biogrid_clustering_coefficient,intact_clustering_coefficient,string_clustering_coefficient
Q9H3R0,0.000468017,0.039980137,1.02e-06,0.03465915,0.002994965,3.01e-05,0.000412161,0.750900761,0.1269230769230769,0.0228956228956228,0.2660597139689982
O14498,0.001591257,0.313032937,7.93e-06,0.037999791,0.00307535,8.6e-05,0.000299753,0.723048227,0.0123093681917211,0.0038461538461538,0.1499198875402451
Q6PI48,0.000807329,0.545963285,2.51e-06,0.051571145,0.002983656,1.81e-05,0.000307247,0.780293208,0.1572890025575447,0.0585365853658536,0.2407696819790884
Q9H0F6,0.000526519,0.296873386,8.11e-06,0.029178411,0.00291307,4.5e-05,0.000487099,0.756210709,0.0131313131313131,0.0586538461538461,0.1873994139560531
Q9UKK6,0.00026911,0.292012071,2.52e-06,0.024115252,0.002817039,3.07e-05,0.000142383,0.701078314,0.0316205533596837,0.0526315789473684,0.2013785202505376
Q14012,0.000702025,0.285771064,1.29e-05,0.04264537,0.00306783,4.76e-05,0.000359704,0.824311458,0.0073446327683615,0.0398936170212766,0.1616987064103487
Q5JTW2,0.000538219,0.292843662,4.23e-06,0.015607057,0.002708771,1.35e-05,0.000172358,0.745573861,0.0821256038647343,0.0632411067193675,0.1489304392718457
Q9NWB6,0.000760527,0.480295784,3.69e-06,0.028395448,0.002930157,3.57e-05,0.001004174,0.837651912,0.0575396825396825,0.0191897654584221,0.2697364857545228
P17661,0.000573321,0.603949152,3.88e-05,0.035703101,0.003044493,1.53e-05,0.000509581,0.764230751,0.048469387755102,0.0759438103599648,0.1480525373952206
Q15811,0.000807329,0.576317274,9.6e-06,0.078922643,0.003140112,0.000141793,0.000974199,0.861053667,0.0630861040068201,0.0320810971973762,0.1758839060295049
P49750,0.000468017,0.499305064,7.51e-06,0.016285625,0.002759927,5.17e-07,0.00025479,0.861762994,0.023076923076923,0.1051693404634581,0.1356665842196388
Q9Y5Z9,0.00056162,0.590248757,9.08e-07,0.019835056,0.002829796,1.03e-05,0.000419655,0.783004646,0.300531914893617,0.0525974025974025,0.117997500347174
O75381,0.001719962,0.314389496,0.000138707,0.019260883,0.002743132,5.53e-06,0.000711914,0.840165991,0.0435187773739632,0.0499440089585666,0.2017497348886532
O43379,0.000409515,0.297088887,2.52e-06,0.027873473,0.002936181,4.39e-05,0.00044963,0.804304746,0.042016806722689,0.0559322033898305,0.1379935493391234
Q9BQP7,0.001029637,0.602532614,2.53e-05,0.019104291,0.002865834,4.03e-06,0.000299753,0.79069938,0.1781609195402299,0.05,0.2187289467774534
O94763,0.000666924,0.58326329,8.7e-07,0.023071302,0.002918161,2.87e-05,0.000472112,0.799697938,0.275062656641604,0.1223758320532514,0.1539179774473892
Q6ZWJ1,0.000737127,0.315927897,1.13e-05,0.02458503,0.002977981,2.7e-05,0.000232309,0.821926617,0.0301427815970386,0.0408602150537634,0.1146767854722862
O60568,0.000959435,0.523194539,1.19e-05,0.027977868,0.002929932,5.73e-05,0.000404667,0.84529209,0.1014754591990364,0.0286512928022362,0.1151415818105733
Q14118,0.000702025,0.544536372,1.85e-06,0.054024428,0.003064614,7.84e-05,0.000569532,0.88113427,0.0225988700564971,0.0501754385964912,0.1488427288612302
Q92620,0.000760527,0.506920651,1.15e-05,0.060444723,0.003054345,4.03e-05,0.000299753,0.823071177,0.0442307692307692,0.0858974358974359,0.2827916877518088
Q9Y6U3,0.000245709,0.271812855,1.32e-06,0.029804781,0.0030189,0.000102523,0.000134889,0.775632297,0.1714285714285714,0.1176470588235294,0.1164408394014809
Q53EP0,0.000245709,0.267745294,7.89e-07,0.026411943,0.002969376,3.94e-05,0.000172358,0.734329255,0.0666666666666666,0.0158102766798418,0.1218017453919304
Q15291,0.000479717,0.40335013,8.27e-06,0.055016181,0.00298635,5.13e-05,0.000636976,0.82786138,0.1012195121951219,0.1313725490196078,0.2283743384312644
O95197,0.000877532,0.511184454,2.95e-06,0.038678359,0.00302005,6.04e-05,0.00029226,0.876050816,0.2508108108108108,0.0526315789473684,0.1302440091913776
Q9Y394,0.001251945,0.526559851,4.84e-05,0.027351498,0.002987487,2.35e-05,0.00019484,0.825061791,0.1107388467642391,0.0461538461538461,0.1623268576766453
P84243,0.000456316,0.600406163,1.25e-06,0.075060027,0.003134936,5.66e-05,0.000719408,0.841818273,0.0890688259109311,0.0596491228070175,0.2560116453397831
Q8NEZ4,0.000245709,0.236364128,1.32e-07,0.070936423,0.003119052,0.000133598,0.000532062,0.811639785,0.6047619047619047,0.1094567404426559,0.2039054533080613
Q8N6N3,0.00028081,0.291126126,2.13e-06,0.002348888,0.002250368,5.76e-09,0.000142383,0.747698161,0.0398550724637681,0.0175438596491228,0.0828282828282828
O75344,0.000456316,0.434554018,5.39e-06,0.058148032,0.003076329,0.000145191,0.000607001,0.779575502,0.0094466936572199,0.0336419753086419,0.1526806583207111
O43760,0.00054992,0.296528003,1.1e-06,0.014719699,0.002736604,1.12e-05,0.000277272,0.878445719,0.0638297872340425,0.015015015015015,0.139824840362434
Q1KMD3,0.001357249,0.604166621,7.74e-06,0.033354212,0.002968357,1.77e-05,0.000621988,0.895933194,0.113343328335832,0.0910960916838084,0.2183270294003659
Q9Y2G2,0.000514819,0.311964743,2.69e-06,0.018634513,0.002874014,1.05e-06,0.000299753,0.72674058,0.0422832980972515,0.0346153846153846,0.1986120290812954
Q12872,0.000479717,0.603891021,1.92e-06,0.022705919,0.002856417,6.79e-05,0.000142383,0.749061579,0.0463414634146341,0.1052631578947368,0.1485354097144975
P40227,0.002082675,0.554436046,1.94e-05,0.105438981,0.003163862,0.000294694,0.00209078,0.881673447,0.0228527899447724,0.0450736185245352,0.2234053717407401
Q7L5Y9,0.001017937,0.314546259,1.45e-05,0.03278004,0.002995666,9.26e-05,0.000202334,0.738172989,0.0398289227479283,0.3561253561253561,0.0920265341988439
O95661,0.002866603,0.303475373,2.14e-05,0.058356822,0.003164751,0.000106591,0.000134889,0.724612504,0.0345935095349615,0.0326797385620915,0.1832902788743808
P23229,0.000865831,0.271355513,1.46e-05,0.059766155,0.003082399,7.1e-05,0.000209827,0.883066147,0.0708137715179968,0.1666666666666666,0.2452270436986594
Q9P1Y5,0.000456316,0.271248255,6.33e-05,0.026620733,0.002928812,4.37e-05,0.000344716,0.802197553,0.0701754385964912,0.0676328502415458,0.1353904233599137
P62310,0.000655224,0.525594533,1.47e-05,0.068013363,0.00304909,0.000165575,0.000442136,0.791735992,0.1214285714285714,0.1116306253652834,0.2283387149824403
Q8IZ21,0.000538219,0.590616888,7.07e-06,0.022549327,0.002857375,5.29e-05,0.000209827,0.888805862,0.2,0.2116402116402116,0.1210256079745639
Q8TEQ6,0.000631823,0.297818548,2.41e-06,0.026203153,0.00283695,6.45e-06,0.000629482,0.894152968,0.0573543015726179,0.1164658634538152,0.2839738848995237
Q03519,0.000479717,0.285920584,5.82e-06,0.020357031,0.002927833,1.46e-05,0.000262284,0.825244125,0.0097560975609756,0.0470588235294117,0.1384219893217322
O75379,0.000807329,0.375614417,8.49e-06,0.048387097,0.0030251,9.31e-05,0.00044963,0.793083252,0.1611253196930946,0.1141242937853107,0.1950601233454721
Q7Z589,0.000374414,0.273413066,1.16e-06,0.027925671,0.002953497,2.68e-05,0.000457124,0.852961917,0.1333333333333333,0.1234972677595628,0.1897441282509013
P17029,0.000456316,0.272658188,1.6e-06,0.015398267,0.002902437,1.8e-05,0.00019484,0.758933918,0.1727395411605937,0.1046153846153846,0.1431799838579499
Q9NRZ5,0.000374414,0.257679656,7.01e-08,0.027873473,0.002936029,2.07e-05,0.000277272,0.698803714,0.0927419354838709,0.0945945945945946,0.1434042343880655
Q9H936,0.000339312,0.590622146,3.82e-07,0.030222361,0.002941106,1.46e-05,0.000592013,0.850521382,0.0320197044334975,0.0314832846478416,0.1344221931381513
P13929,0.000468017,0.604012204,1.4e-06,0.078661656,0.00312527,0.000162686,0.000202334,0.743808463,0.2807692307692307,0.0598290598290598,0.1984329878010629
Q15262,0.001509354,0.313935492,1.01e-05,0.05903539,0.003115148,0.000105023,0.000202334,0.722959923,0.0508720930232558,0.0797720797720797,0.1232584524619922
Q8IWU2,0.000491418,0.5969861,1.17e-06,0.014719699,0.002736881,1.56e-05,0.000614495,0.857833688,0.0952380952380952,0.0361111111111111,0.1226369854370157
Q96CS3,0.001860367,0.475981803,1.53e-05,0.055224971,0.003020917,4.17e-05,0.001311421,0.892132724,0.1284929543826128,0.0541871921182266,0.1359431139598643
Q96NY9,0.000234008,0.299659279,2.6e-07,0.041027247,0.002923781,1.33e-05,0.000142383,0.773799874,0.0368421052631578,0.2046783625730994,0.2836388389167112
Q9NQ50,0.001462553,0.555412008,1.47e-06,0.042279987,0.002912613,8.02e-05,0.000397173,0.792397333,0.4224516129032258,0.2329462989840348,0.2465778510277892
Q5T5P2,0.000397814,0.510876214,5.72e-07,0.017538365,0.002798268,4.24e-05,0.000134889,0.789620977,0.0980392156862745,0.1111111111111111,0.0796197583511016
Q9ULJ7,0.000912633,0.310590445,7e-06,0.039304729,0.003083031,6.11e-05,0.000134889,0.77514574,0.0153180153180153,0.0588235294117647,0.1387499646802859
Q9UPE1,0.001790165,0.474336857,2.8e-05,0.056007934,0.003091779,9e-05,0.001034149,0.774440609,0.1489508083935328,0.0806093303713107,0.1637287699433865
P14136,0.00109984,0.603001923,3.15e-05,0.116296064,0.003182213,0.000335924,0.002008348,0.801894299,0.0425531914893617,0.0306613002403711,0.1893841615750552
Q99471,0.001134941,0.583172069,1.53e-05,0.071510596,0.003044275,5.38e-05,0.00128894,0.802560917,0.0519759450171821,0.0263837889296885,0.2097966974668493
P61803,0.000468017,0.273680949,2.89e-06,0.036590458,0.002984624,8.69e-05,0.000224815,0.812968274,0.0217948717948717,0.0482758620689655,0.137937640105971
O75496,0.000620122,0.441677223,6.36e-06,0.060340328,0.003050624,5.79e-05,0.000517075,0.745983909,0.0326560232220609,0.0277067348678601,0.2216689884509953
P14635,0.000468017,0.583511045,8.38e-06,0.14265581,0.003241587,0.000283378,0.000629482,0.86030189,0.0282051282051282,0.0633964429145152,0.1787804176383328
P17693,0.001205144,0.307248894,3e-06,0.027716881,0.002785885,1.5e-05,0.000142383,0.7236889,0.043023034456501,0.239766081871345,0.3489890914259319
Q9BRG1,0.000245709,0.287159316,6.5e-06,0.022497129,0.002860182,2.62e-05,0.00019484,0.790933599,0.0428571428571428,0.0184615384615384,0.1585388226406949
P02778,0.000198907,0.50389797,4.66e-08,0.068013363,0.003011849,6.57e-05,0.000142383,0.581577212,0.75,0.631578947368421,0.3047204077085492
P11233,0.000292511,0.29769594,3.75e-06,0.079496816,0.003176029,0.000115593,0.000389679,0.861447053,0.08,0.0542986425339366,0.2126551872600847
P78316,0.000702025,0.301204023,7.66e-07,0.049013467,0.002961837,5.94e-05,0.000322235,0.793070074,0.2327683615819209,0.0952380952380952,0.2902784116841624
Q9BZK7,0.000936034,0.536181809,1.04e-05,0.089779726,0.003185611,0.00036307,0.000434643,0.841172425,0.0368205727644652,0.1034482758620689,0.1528795811518324
Q8NB46,0.000503118,0.278233606,2.1e-06,0.047395344,0.003128839,6.92e-05,0.000284766,0.77666056,0.0099667774086378,0.0711237553342816,0.1541340236729499
Q9BVJ6,0.001357249,0.536023862,1.19e-05,0.059818353,0.003042569,5.41e-05,0.000584519,0.846163622,0.1031484257871064,0.0532800532800532,0.248969264653208
Q9UNH7,0.001310447,0.590821114,2.74e-05,0.034398163,0.002959237,5.39e-05,0.000487099,0.868914654,0.0448841698841698,0.060576923076923,0.1633127470469671
O43791,0.000210608,0.432543067,1.01e-06,0.054755194,0.003062429,0.000128321,0.000389679,0.752312579,0.0261437908496732,0.0128205128205128,0.1471139362096944
Q8WUD6,0.000620122,0.298475154,2.64e-06,0.027769078,0.002924437,4.61e-05,0.000269778,0.722615473,0.025399129172714,0.0079365079365079,0.1262195035611628
Q9HDC5,0.00164976,0.591704774,2.14e-05,0.024950412,0.002926147,1.34e-05,0.000689433,0.839225134,0.1447821681864235,0.033683707596751,0.0992430023771304
P16278,0.000456316,0.307700208,2.78e-06,0.026777325,0.002879799,3.38e-05,0.000187346,0.766611357,0.0283400809716599,0.0933333333333333,0.1049585769980506
P16435,0.001450852,0.568971752,1.06e-05,0.038521766,0.003043608,3.75e-05,0.000224815,0.835724069,0.2116443745082612,0.0689655172413793,0.1750670152563126
Q8WYA0,0.000362713,0.287108917,1.96e-06,0.028499843,0.002866641,6.52e-05,0.000367198,0.784488712,0.1440860215053763,0.1828231292517007,0.1593171354639244
P62244,0.001076439,0.543837094,5.52e-06,0.070727633,0.003013549,0.000163435,0.000824322,0.855617289,0.294314381270903,0.0995829858215179,0.3014198738737756
Q92692,0.000865831,0.287321759,1.4e-05,0.024689425,0.00287443,5.7e-05,0.000307247,0.834784916,0.1155127730470196,0.074390243902439,0.2487727093560755
Q14978,0.001088139,0.604075344,1.12e-05,0.064463932,0.003025012,7.48e-05,0.000487099,0.815373593,0.1253433208489388,0.0995192307692307,0.2493205335993018
O60237,0.000386114,0.537984909,2.69e-06,0.04076626,0.003093027,4.76e-05,0.000179852,0.748205837,0.0359848484848484,0.2318840579710145,0.1825962769624741
P36542,0.002655996,0.602876304,2.87e-05,0.078713853,0.00307757,0.000103984,0.001026656,0.901622075,0.1281821371486491,0.0754615714899098,0.2110240627733706
Q86U06,0.000620122,0.603918532,7.93e-06,0.030900929,0.002923361,3.96e-05,0.000142383,0.728197964,0.0624092888243831,0.1169590643274853,0.2386472767183427
Q9NR12,0.00056162,0.590004461,1.03e-05,0.052771688,0.003084298,7.51e-05,0.001566212,0.855566483,0.0496453900709219,0.0328027235921972,0.1747372956880257
Q9H2G4,0.000409515,0.28959354,1.1e-06,0.039565717,0.00303359,4.9e-05,0.000442136,0.734105832,0.2117647058823529,0.026884862653419,0.1915176906480587
Q9Y3B9,0.00084243,0.542517752,1.01e-06,0.045672826,0.002966845,1.84e-05,0.00025479,0.802950783,0.3798904538341158,0.2406417112299465,0.3344047074207257
Q9BU61,0.00081903,0.314464037,1.65e-06,0.023332289,0.002790449,3.89e-06,0.00035221,0.787992209,0.3585921325051759,0.1998149861239593,0.214995836719134
P36873,0.000959435,0.284866641,9.68e-06,0.144169538,0.003259961,0.000577046,0.001408841,0.900317264,0.0324569944823109,0.069689384457845,0.1507621020099707
Q9NRG9,0.000795629,0.590744478,1.68e-05,0.016546612,0.002712217,5.3e-06,0.00029226,0.854268665,0.1589113257243195,0.1417004048582996,0.2972487321806493
P09874,0.003475025,0.590004255,5.52e-05,0.094895083,0.003149194,0.000159234,0.00173857,0.868133303,0.0322721026110856,0.0436632333184057,0.2186046342663985
Q9UQM7,0.001134941,0.409628404,2.05e-05,0.100167032,0.00317661,0.000242944,0.001206508,0.844483516,0.0217245240761478,0.0379658385093167,0.1875694511990027
Q9Y6E0,0.000854131,0.506102453,5.11e-05,0.043845913,0.003027427,6.92e-05,0.000562038,0.800233006,0.0578386605783866,0.1529063309885227,0.1781571031273057
Q9P209,0.000397814,0.288233661,1.29e-06,0.018738908,0.002815917,8.95e-06,0.000794347,0.822784738,0.0659536541889483,0.0688230008984726,0.1213955587370255
P08670,0.002328384,0.498099609,9.36e-05,0.100167032,0.00319859,0.000336316,0.002765226,0.888760865,0.0179686310339576,0.0289707788382231,0.1696823543284024
Q8N6Y1,0.000795629,0.300917235,1.15e-05,0.024532832,0.002929863,6.37e-05,0.00035221,0.726285091,0.0364354697102721,0.0268270120259019,0.1666833008211223
Q8ND56,0.000479717,0.309504683,7.97e-07,0.050474997,0.00303424,3.08e-05,0.000397173,0.887962532,0.0256097560975609,0.0573294629898403,0.2279402476336067
Q9BX66,0.00026911,0.576073245,2.09e-06,0.045986011,0.003049465,3.85e-05,0.00035221,0.891813394,0.1897233201581027,0.0897317298797409,0.1345681560210504
P27540,0.000432916,0.303814571,6.79e-06,0.048126109,0.003048495,3.71e-05,0.00035221,0.778323679,0.039039039039039,0.0222016651248843,0.2680407272110622
Q9UGJ0,0.000315911,0.269264611,6.71e-06,0.083463827,0.003168703,0.00021922,0.000284766,0.801973459,0.0883190883190883,0.0682788051209103,0.1380250954719039
O75592,0.000924333,0.293475545,1.37e-05,0.053711243,0.003079127,0.000180743,0.000809334,0.848695176,0.0181759169100941,0.0294219453097957,0.1294445515838353
Q8NBK3,0.000538219,0.306907055,6.15e-06,0.023071302,0.002899333,4.41e-05,0.000149877,0.686740151,0.0869565217391304,0.0263157894736842,0.100173402694411
P62879,0.001825266,0.55520538,4.2e-05,0.077200125,0.00313877,0.000127175,0.001311421,0.868783178,0.0267990074441687,0.0345484400656814,0.1373134574160026
O15397,0.000865831,0.549671961,7.69e-06,0.061123291,0.003071838,8.2e-05,0.000532062,0.892975644,0.0255460940392447,0.028169014084507,0.2621530286773668
Q6AI08,0.000748827,0.538806374,6.26e-06,0.037843199,0.00295055,4.35e-05,0.000172358,0.739843606,0.0138888888888888,0.0237154150197628,0.2164145551533625
P62249,0.001708262,0.536684227,2.71e-05,0.101210982,0.003127774,0.000143181,0.000869285,0.862152163,0.1352857817666509,0.1226386806596701,0.2295279502642782
P05362,0.001006236,0.30304975,1.29e-05,0.090614887,0.003085793,8.69e-05,0.000374692,0.783647453,0.082079343365253,0.0351020408163265,0.2510770395357176
O14786,0.003077211,0.590000615,6.19e-05,0.044733271,0.002963056,3.35e-05,0.000337223,0.790681778,0.0363683859170464,0.0383838383838383,0.3105377375980109
Q5C9Z4,0.000783928,0.589829642,1.75e-06,0.028969621,0.002831818,0.000113655,0.000427149,0.847294933,0.2388059701492537,0.2017543859649122,0.332604806973038
Q96DT6,0.00028081,0.290208198,2.36e-06,0.027351498,0.002980855,1.67e-05,0.000149877,0.826901749,0.0326086956521739,0.2105263157894736,0.172346853881745
O75506,0.000315911,0.314512645,3.27e-06,0.014563107,0.002717791,4.03e-06,0.000277272,0.757644464,0.0598290598290598,0.066066066066066,0.1307083365565612
Q86WV6,0.000234008,0.292665853,1.68e-06,0.026620733,0.002884545,1.14e-05,0.000636976,0.778772935,0.0368421052631578,0.0224089635854341,0.2039600909125929
Q0VG06,0.000795629,0.589983657,1.11e-05,0.009760935,0.002583698,4.17e-08,0.000224815,0.783144768,0.0052677787532923,0.0505747126436781,0.4147547582082686
Q9NRD5,0.001088139,0.301104677,2.39e-05,0.050266207,0.00304351,0.000193633,0.003049991,0.838257856,0.0105189340813464,0.0157223950327398,0.1369226883245574
Q9H814,0.000444616,0.518776421,2.22e-07,0.042175592,0.002951347,9.18e-05,0.000359704,0.786378649,0.1906116642958748,0.0957446808510638,0.2226833278123351
Q96CN9,0.000222308,0.538226512,6.52e-07,0.019365278,0.002719981,2.33e-05,0.000749384,0.840428588,0.2046783625730994,0.0345454545454545,0.188081882421505
P07858,0.001497654,0.522460513,1.83e-05,0.087483036,0.003170863,0.000198998,0.00044963,0.800563958,0.0714812992125984,0.0096045197740113,0.1883631959534072
Q6I9Y2,0.000304211,0.293171437,2.35e-06,0.033145422,0.002926432,1.76e-05,0.000404667,0.79537632,0.0338461538461538,0.1013277428371768,0.2452420576765443
Q9H6R7,0.000421215,0.563155721,4.84e-06,0.009917528,0.002607499,2.09e-05,0.000419655,0.794348337,0.0238095238095238,0.0305194805194805,0.15421888053467
P16104,0.00193057,0.312067923,2.19e-05,0.092076417,0.003093886,0.000145504,0.002398028,0.8564555,0.0946045824094604,0.0307014106583072,0.2386643823723477
Q9BQ04,0.002187979,0.589839027,8.08e-06,0.013832342,0.002732128,8.87e-07,0.000382186,0.796253341,0.1148870105226841,0.0949019607843137,0.1855060034305317
Q2NL82,0.000959435,0.54875344,3.45e-06,0.055068379,0.002986865,5.82e-05,0.000592013,0.837682694,0.0846130683529057,0.1194417396949042,0.2798582695576319
Q6P6B1,0.000339312,0.276494023,8.68e-06,0.005271949,0.002501873,2.24e-07,0.000172358,0.743274902,0.0320197044334975,0.0158102766798418,0.0833663366336633
Q9BPX6,0.00056162,0.308328897,1.8e-06,0.020670216,0.002909238,1.13e-06,0.000187346,0.835853048,0.0700354609929078,0.1733333333333333,0.1452243958573072
P02808,0.000292511,0.590006828,1.23e-06,0.009134565,0.002537288,1.33e-05,0.000247297,0.719747816,0.3833333333333333,0.0208333333333333,0.1364203612479474
